historical_match_id,year,round,date,team1,team2,score,winner,ground,data_version
hist-1998-0574,1998,Quarter-finals,1998-07-03,Brazil,Denmark,3-2,Brazil,"Stade de la Beaujoire, Nantes",wc26-20260621T130433z
hist-1998-0575,1998,Quarter-finals,1998-07-04,Germany,Croatia,0-3,Croatia,"Stade Gerland, Lyon",wc26-20260621T130433z
hist-1998-0576,1998,Quarter-finals,1998-07-04,Netherlands,Argentina,2-1,Netherlands,"Stade Vélodrome, Marseille",wc26-20260621T130433z
hist-1998-0577,1998,Semi-finals,1998-07-07,Brazil,Netherlands,1-1,Brazil,"Stade Vélodrome, Marseille",wc26-20260621T130433z
hist-1998-0578,1998,Semi-finals,1998-07-08,France,Croatia,2-1,France,"Stade de France, Saint-Denis",wc26-20260621T130433z
hist-1998-0579,1998,Third place match,1998-07-11,Netherlands,Croatia,1-2,Croatia,"Parc des Princes, Paris",wc26-20260621T130433z
hist-1998-0580,1998,Final,1998-07-12,Brazil,France,0-3,France,"Stade de France, Saint-Denis",wc26-20260621T130433z
hist-2002-0581,2002,Matchday 1,2002-05-31,France,Senegal,0-1,Senegal,"Seoul World Cup Stadium, Seoul",wc26-20260621T130433z
hist-2002-0582,2002,Matchday 1,2002-06-01,Uruguay,Denmark,1-2,Denmark,"Munsu Cup Stadium, Ulsan",wc26-20260621T130433z
hist-2002-0583,2002,Matchday 2,2002-06-06,France,Uruguay,0-0,draw,"Asiad Main Stadium, Busan",wc26-20260621T130433z
hist-2002-0584,2002,Matchday 2,2002-06-06,Denmark,Senegal,1-1,draw,"Daegu World Cup Stadium, Daegu",wc26-20260621T130433z
hist-2002-0585,2002,Matchday 3,2002-06-11,Denmark,France,2-0,Denmark,"Incheon Munhak Stadium, Incheon",wc26-20260621T130433z
hist-2002-0586,2002,Matchday 3,2002-06-11,Senegal,Uruguay,3-3,draw,"Suwon World Cup Stadium, Suwon",wc26-20260621T130433z
hist-2002-0587,2002,Matchday 1,2002-06-02,Paraguay,South Africa,2-2,draw,"Asiad Main Stadium, Busan",wc26-20260621T130433z
hist-2002-0588,2002,Matchday 1,2002-06-02,Spain,Slovenia,3-1,Spain,"Gwangju World Cup Stadium, Gwangju",wc26-20260621T130433z
hist-2002-0589,2002,Matchday 2,2002-06-07,Spain,Paraguay,3-1,Spain,"Jeonju World Cup Stadium, Jeonju",wc26-20260621T130433z
hist-2002-0590,2002,Matchday 2,2002-06-08,South Africa,Slovenia,1-0,South Africa,"Daegu World Cup Stadium, Daegu",wc26-20260621T130433z
hist-2002-0591,2002,Matchday 3,2002-06-12,South Africa,Spain,2-3,Spain,"Daejeon World Cup Stadium, Daejeon",wc26-20260621T130433z
hist-2002-0592,2002,Matchday 3,2002-06-12,Slovenia,Paraguay,1-3,Paraguay,"Jeju World Cup Stadium, Jeju",wc26-20260621T130433z
hist-2002-0593,2002,Matchday 1,2002-06-03,Brazil,Turkey,2-1,Brazil,"Munsu Cup Stadium, Ulsan",wc26-20260621T130433z
hist-2002-0594,2002,Matchday 1,2002-06-04,China,Costa Rica,0-2,Costa Rica,"Gwangju World Cup Stadium, Gwangju",wc26-20260621T130433z
hist-2002-0595,2002,Matchday 2,2002-06-08,Brazil,China,4-0,Brazil,"Jeju World Cup Stadium, Jeju",wc26-20260621T130433z
hist-2002-0596,2002,Matchday 2,2002-06-09,Costa Rica,Turkey,1-1,draw,"Incheon Munhak Stadium, Incheon",wc26-20260621T130433z
hist-2002-0597,2002,Matchday 3,2002-06-13,Costa Rica,Brazil,2-5,Brazil,"Suwon World Cup Stadium, Suwon",wc26-20260621T130433z
hist-2002-0598,2002,Matchday 3,2002-06-13,Turkey,China,3-0,Turkey,"Seoul World Cup Stadium, Seoul",wc26-20260621T130433z
hist-2002-0599,2002,Matchday 1,2002-06-04,South Korea,Poland,2-0,South Korea,"Asiad Main Stadium, Busan",wc26-20260621T130433z
hist-2002-0600,2002,Matchday 1,2002-06-05,USA,Portugal,3-2,USA,"Suwon World Cup Stadium, Suwon",wc26-20260621T130433z
hist-2002-0601,2002,Matchday 2,2002-06-10,South Korea,USA,1-1,draw,"Daegu World Cup Stadium, Daegu",wc26-20260621T130433z
hist-2002-0602,2002,Matchday 2,2002-06-10,Portugal,Poland,4-0,Portugal,"Jeonju World Cup Stadium, Jeonju",wc26-20260621T130433z
hist-2002-0603,2002,Matchday 3,2002-06-14,Portugal,South Korea,0-1,South Korea,"Incheon Munhak Stadium, Incheon",wc26-20260621T130433z
hist-2002-0604,2002,Matchday 3,2002-06-14,Poland,USA,3-1,Poland,"Daejeon World Cup Stadium, Daejeon",wc26-20260621T130433z
hist-2002-0605,2002,Matchday 1,2002-06-01,Ireland,Cameroon,1-1,draw,"Niigata Stadium, Niigata",wc26-20260621T130433z
hist-2002-0606,2002,Matchday 1,2002-06-01,Germany,Saudi Arabia,8-0,Germany,"Sapporo Dome, Sapporo",wc26-20260621T130433z
hist-2002-0607,2002,Matchday 1,2002-06-05,Germany,Ireland,1-1,draw,"Kashima Soccer Stadium, Ibaraki",wc26-20260621T130433z
hist-2002-0608,2002,Matchday 2,2002-06-06,Cameroon,Saudi Arabia,1-0,Cameroon,"Saitama Stadium, Saitama",wc26-20260621T130433z
hist-2002-0609,2002,Matchday 3,2002-06-11,Cameroon,Germany,0-2,Germany,"Shizuoka Stadium, Shizuoka",wc26-20260621T130433z
hist-2002-0610,2002,Matchday 3,2002-06-11,Saudi Arabia,Ireland,0-3,Ireland,"International Stadium Yokohama, Yokohama",wc26-20260621T130433z
hist-2002-0611,2002,Matchday 1,2002-06-02,England,Sweden,1-1,draw,"Saitama Stadium, Saitama",wc26-20260621T130433z
hist-2002-0612,2002,Matchday 1,2002-06-02,Argentina,Nigeria,1-0,Argentina,"Kashima Soccer Stadium, Ibaraki",wc26-20260621T130433z
hist-2002-0613,2002,Matchday 2,2002-06-07,Sweden,Nigeria,2-1,Sweden,"Kobe Wing Stadium, Kobe",wc26-20260621T130433z
hist-2002-0614,2002,Matchday 2,2002-06-07,Argentina,England,0-1,England,"Sapporo Dome, Sapporo",wc26-20260621T130433z
hist-2002-0615,2002,Matchday 3,2002-06-12,Sweden,Argentina,1-1,draw,"Miyagi Stadium, Miyagi",wc26-20260621T130433z
hist-2002-0616,2002,Matchday 3,2002-06-12,Nigeria,England,0-0,draw,"Nagai Stadium, Osaka",wc26-20260621T130433z
hist-2002-0617,2002,Matchday 1,2002-06-03,Croatia,Mexico,0-1,Mexico,"Niigata Stadium, Niigata",wc26-20260621T130433z
hist-2002-0618,2002,Matchday 1,2002-06-03,Italy,Ecuador,2-0,Italy,"Sapporo Dome, Sapporo",wc26-20260621T130433z
hist-2002-0619,2002,Matchday 2,2002-06-08,Italy,Croatia,1-2,Croatia,"Kashima Soccer Stadium, Ibaraki",wc26-20260621T130433z
hist-2002-0620,2002,Matchday 2,2002-06-09,Mexico,Ecuador,2-1,Mexico,"Miyagi Stadium, Miyagi",wc26-20260621T130433z
hist-2002-0621,2002,Matchday 3,2002-06-13,Mexico,Italy,1-1,draw,"Ōita Stadium, Ōita",wc26-20260621T130433z
hist-2002-0622,2002,Matchday 3,2002-06-13,Ecuador,Croatia,1-0,Ecuador,"International Stadium Yokohama, Yokohama",wc26-20260621T130433z
hist-2002-0623,2002,Matchday 1,2002-06-04,Japan,Belgium,2-2,draw,"Saitama Stadium, Saitama",wc26-20260621T130433z
hist-2002-0624,2002,Matchday 1,2002-06-05,Russia,Tunisia,2-0,Russia,"Kobe Wing Stadium, Kobe",wc26-20260621T130433z
hist-2002-0625,2002,Matchday 2,2002-06-09,Japan,Russia,1-0,Japan,"International Stadium Yokohama, Yokohama",wc26-20260621T130433z
hist-2002-0626,2002,Matchday 2,2002-06-10,Tunisia,Belgium,1-1,draw,"Ōita Stadium, Ōita",wc26-20260621T130433z
hist-2002-0627,2002,Matchday 3,2002-06-14,Tunisia,Japan,0-2,Japan,"Nagai Stadium, Osaka",wc26-20260621T130433z
hist-2002-0628,2002,Matchday 3,2002-06-14,Belgium,Russia,3-2,Belgium,"Shizuoka Stadium, Shizuoka",wc26-20260621T130433z
hist-2002-0629,2002,Round of 16,2002-06-15,Germany,Paraguay,1-0,Germany,"Jeju World Cup Stadium, Jeju",wc26-20260621T130433z
hist-2002-0630,2002,Round of 16,2002-06-15,Denmark,England,0-3,England,"Niigata Stadium, Niigata",wc26-20260621T130433z
hist-2002-0631,2002,Round of 16,2002-06-16,Sweden,Senegal,1-2,Senegal,"Ōita Stadium, Ōita",wc26-20260621T130433z
hist-2002-0632,2002,Round of 16,2002-06-16,Spain,Ireland,1-1,Spain,"Suwon World Cup Stadium, Suwon",wc26-20260621T130433z
hist-2002-0633,2002,Round of 16,2002-06-17,Mexico,USA,0-2,USA,"Jeonju World Cup Stadium, Jeonju",wc26-20260621T130433z
hist-2002-0634,2002,Round of 16,2002-06-17,Brazil,Belgium,2-0,Brazil,"Kobe Wing Stadium, Kobe",wc26-20260621T130433z
hist-2002-0635,2002,Round of 16,2002-06-18,Japan,Turkey,0-1,Turkey,"Miyagi Stadium, Miyagi",wc26-20260621T130433z
hist-2002-0636,2002,Round of 16,2002-06-18,South Korea,Italy,2-1,South Korea,"Daejeon World Cup Stadium, Daejeon",wc26-20260621T130433z
hist-2002-0637,2002,Quarter-finals,2002-06-21,England,Brazil,1-2,Brazil,"Shizuoka Stadium, Shizuoka",wc26-20260621T130433z
hist-2002-0638,2002,Quarter-finals,2002-06-21,Germany,USA,1-0,Germany,"Munsu Cup Stadium, Ulsan",wc26-20260621T130433z
hist-2002-0639,2002,Quarter-finals,2002-06-22,Spain,South Korea,0-0,South Korea,"Gwangju World Cup Stadium, Gwangju",wc26-20260621T130433z
hist-2002-0640,2002,Quarter-finals,2002-06-22,Senegal,Turkey,0-1,Turkey,"Nagai Stadium, Osaka",wc26-20260621T130433z
hist-2002-0641,2002,Semi-finals,2002-06-25,Germany,South Korea,1-0,Germany,"Seoul World Cup Stadium, Seoul",wc26-20260621T130433z
hist-2002-0642,2002,Semi-finals,2002-06-26,Brazil,Turkey,1-0,Brazil,"Saitama Stadium, Saitama",wc26-20260621T130433z
hist-2002-0643,2002,Third place play-off,2002-06-29,South Korea,Turkey,2-3,Turkey,"Daegu World Cup Stadium, Daegu",wc26-20260621T130433z
hist-2002-0644,2002,Final,2002-06-30,Germany,Brazil,0-2,Brazil,"International Stadium Yokohama, Yokohama",wc26-20260621T130433z
hist-2006-0645,2006,Matchday 1,2006-06-09,Germany,Costa Rica,4-2,Germany,"Allianz Arena, München",wc26-20260621T130433z
hist-2006-0646,2006,Matchday 1,2006-06-09,Poland,Ecuador,0-2,Ecuador,"Veltins-Arena, Gelsenkirchen",wc26-20260621T130433z
hist-2006-0647,2006,Matchday 6,2006-06-14,Germany,Poland,1-0,Germany,"Signal Iduna Park, Dortmund",wc26-20260621T130433z
hist-2006-0648,2006,Matchday 7,2006-06-15,Ecuador,Costa Rica,3-0,Ecuador,"AOL Arena, Hamburg",wc26-20260621T130433z
hist-2006-0649,2006,Matchday 12,2006-06-20,Ecuador,Germany,0-3,Germany,"Olympiastadion, Berlin",wc26-20260621T130433z
hist-2006-0650,2006,Matchday 12,2006-06-20,Costa Rica,Poland,1-2,Poland,"AWD-Arena, Hannover",wc26-20260621T130433z
hist-2006-0651,2006,Matchday 2,2006-06-10,England,Paraguay,1-0,England,"Commerzbank-Arena, Frankfurt",wc26-20260621T130433z
hist-2006-0652,2006,Matchday 2,2006-06-10,Trinidad and Tobago,Sweden,0-0,draw,"Signal Iduna Park, Dortmund",wc26-20260621T130433z
hist-2006-0653,2006,Matchday 7,2006-06-15,England,Trinidad and Tobago,2-0,England,"Frankenstadion, Nürnberg",wc26-20260621T130433z
hist-2006-0654,2006,Matchday 7,2006-06-15,Sweden,Paraguay,1-0,Sweden,"Olympiastadion, Berlin",wc26-20260621T130433z
hist-2006-0655,2006,Matchday 12,2006-06-20,Sweden,England,2-2,draw,"RheinEnergieStadion, Köln",wc26-20260621T130433z
hist-2006-0656,2006,Matchday 12,2006-06-20,Paraguay,Trinidad and Tobago,2-0,Paraguay,"Fritz-Walter-Stadion, Kaiserslautern",wc26-20260621T130433z
hist-2006-0657,2006,Matchday 2,2006-06-10,Argentina,Ivory Coast,2-1,Argentina,"AOL Arena, Hamburg",wc26-20260621T130433z
hist-2006-0658,2006,Matchday 3,2006-06-11,Serbia and Montenegro,Netherlands,0-1,Netherlands,"Zentralstadion, Leipzig",wc26-20260621T130433z
hist-2006-0659,2006,Matchday 8,2006-06-16,Argentina,Serbia and Montenegro,6-0,Argentina,"Veltins-Arena, Gelsenkirchen",wc26-20260621T130433z
hist-2006-0660,2006,Matchday 8,2006-06-16,Netherlands,Ivory Coast,2-1,Netherlands,"Gottlieb-Daimler-Stadion, Stuttgart",wc26-20260621T130433z
hist-2006-0661,2006,Matchday 13,2006-06-21,Netherlands,Argentina,0-0,draw,"Commerzbank-Arena, Frankfurt",wc26-20260621T130433z
hist-2006-0662,2006,Matchday 13,2006-06-21,Ivory Coast,Serbia and Montenegro,3-2,Ivory Coast,"Allianz Arena, München",wc26-20260621T130433z
hist-2006-0663,2006,Matchday 3,2006-06-11,Mexico,Iran,3-1,Mexico,"Frankenstadion, Nürnberg",wc26-20260621T130433z
hist-2006-0664,2006,Matchday 3,2006-06-11,Angola,Portugal,0-1,Portugal,"RheinEnergieStadion, Köln",wc26-20260621T130433z
hist-2006-0665,2006,Matchday 8,2006-06-16,Mexico,Angola,0-0,draw,"AWD-Arena, Hannover",wc26-20260621T130433z
hist-2006-0666,2006,Matchday 9,2006-06-17,Portugal,Iran,2-0,Portugal,"Commerzbank-Arena, Frankfurt",wc26-20260621T130433z
hist-2006-0667,2006,Matchday 13,2006-06-21,Portugal,Mexico,2-1,Portugal,"Veltins-Arena, Gelsenkirchen",wc26-20260621T130433z
hist-2006-0668,2006,Matchday 13,2006-06-21,Iran,Angola,1-1,draw,"Zentralstadion, Leipzig",wc26-20260621T130433z
hist-2006-0669,2006,Matchday 4,2006-06-12,Italy,Ghana,2-0,Italy,"AWD-Arena, Hannover",wc26-20260621T130433z
hist-2006-0670,2006,Matchday 4,2006-06-12,USA,Czech Republic,0-3,Czech Republic,"Veltins-Arena, Gelsenkirchen",wc26-20260621T130433z
hist-2006-0671,2006,Matchday 9,2006-06-17,Italy,USA,1-1,draw,"Fritz-Walter-Stadion, Kaiserslautern",wc26-20260621T130433z
hist-2006-0672,2006,Matchday 9,2006-06-17,Czech Republic,Ghana,0-2,Ghana,"RheinEnergieStadion, Köln",wc26-20260621T130433z
hist-2006-0673,2006,Matchday 14,2006-06-22,Czech Republic,Italy,0-2,Italy,"AOL Arena, Hamburg",wc26-20260621T130433z
hist-2006-0674,2006,Matchday 14,2006-06-22,Ghana,USA,2-1,Ghana,"Frankenstadion, Nürnberg",wc26-20260621T130433z
hist-2006-0675,2006,Matchday 5,2006-06-13,Brazil,Croatia,1-0,Brazil,"Olympiastadion, Berlin",wc26-20260621T130433z
hist-2006-0676,2006,Matchday 4,2006-06-12,Australia,Japan,3-1,Australia,"Fritz-Walter-Stadion, Kaiserslautern",wc26-20260621T130433z
hist-2006-0677,2006,Matchday 10,2006-06-18,Brazil,Australia,2-0,Brazil,"Allianz Arena, München",wc26-20260621T130433z
hist-2006-0678,2006,Matchday 10,2006-06-18,Japan,Croatia,0-0,draw,"Frankenstadion, Nürnberg",wc26-20260621T130433z
hist-2006-0679,2006,Matchday 14,2006-06-22,Japan,Brazil,1-4,Brazil,"Signal Iduna Park, Dortmund",wc26-20260621T130433z
hist-2006-0680,2006,Matchday 14,2006-06-22,Croatia,Australia,2-2,draw,"Gottlieb-Daimler-Stadion, Stuttgart",wc26-20260621T130433z
hist-2006-0681,2006,Matchday 5,2006-06-13,France,Switzerland,0-0,draw,"Gottlieb-Daimler-Stadion, Stuttgart",wc26-20260621T130433z
hist-2006-0682,2006,Matchday 5,2006-06-13,South Korea,Togo,2-1,South Korea,"Commerzbank-Arena, Frankfurt",wc26-20260621T130433z
hist-2006-0683,2006,Matchday 10,2006-06-18,France,South Korea,1-1,draw,"Zentralstadion, Leipzig",wc26-20260621T130433z
hist-2006-0684,2006,Matchday 11,2006-06-19,Togo,Switzerland,0-2,Switzerland,"Signal Iduna Park, Dortmund",wc26-20260621T130433z
hist-2006-0685,2006,Matchday 15,2006-06-23,Togo,France,0-2,France,"RheinEnergieStadion, Köln",wc26-20260621T130433z
hist-2006-0686,2006,Matchday 15,2006-06-23,Switzerland,South Korea,2-0,Switzerland,"AWD-Arena, Hannover",wc26-20260621T130433z
hist-2006-0687,2006,Matchday 6,2006-06-14,Spain,Ukraine,4-0,Spain,"Zentralstadion, Leipzig",wc26-20260621T130433z
hist-2006-0688,2006,Matchday 6,2006-06-14,Tunisia,Saudi Arabia,2-2,draw,"Allianz Arena, München",wc26-20260621T130433z
hist-2006-0689,2006,Matchday 11,2006-06-19,Spain,Tunisia,3-1,Spain,"Gottlieb-Daimler-Stadion, Stuttgart",wc26-20260621T130433z
hist-2006-0690,2006,Matchday 11,2006-06-19,Saudi Arabia,Ukraine,0-4,Ukraine,"AOL Arena, Hamburg",wc26-20260621T130433z
hist-2006-0691,2006,Matchday 15,2006-06-23,Saudi Arabia,Spain,0-1,Spain,"Fritz-Walter-Stadion, Kaiserslautern",wc26-20260621T130433z
hist-2006-0692,2006,Matchday 15,2006-06-23,Ukraine,Tunisia,1-0,Ukraine,"Olympiastadion, Berlin",wc26-20260621T130433z
hist-2006-0693,2006,Round of 16,2006-06-24,Germany,Sweden,2-0,Germany,"Allianz Arena, München",wc26-20260621T130433z
hist-2006-0694,2006,Round of 16,2006-06-24,Argentina,Mexico,2-1,Argentina,"Zentralstadion, Leipzig",wc26-20260621T130433z
hist-2006-0695,2006,Round of 16,2006-06-25,England,Ecuador,1-0,England,"Gottlieb-Daimler-Stadion, Stuttgart",wc26-20260621T130433z
hist-2006-0696,2006,Round of 16,2006-06-25,Portugal,Netherlands,1-0,Portugal,"Frankenstadion, Nürnberg",wc26-20260621T130433z
hist-2006-0697,2006,Round of 16,2006-06-26,Italy,Australia,1-0,Italy,"Fritz-Walter-Stadion, Kaiserslautern",wc26-20260621T130433z
hist-2006-0698,2006,Round of 16,2006-06-26,Switzerland,Ukraine,0-0,Ukraine,"RheinEnergieStadion, Köln",wc26-20260621T130433z
hist-2006-0699,2006,Round of 16,2006-06-27,Brazil,Ghana,3-0,Brazil,"Signal Iduna Park, Dortmund",wc26-20260621T130433z
hist-2006-0700,2006,Round of 16,2006-06-27,Spain,France,1-3,France,"AWD-Arena, Hannover",wc26-20260621T130433z
hist-2006-0701,2006,Quarterfinals,2006-06-30,Germany,Argentina,1-1,Germany,"Olympiastadion, Berlin",wc26-20260621T130433z
hist-2006-0702,2006,Quarterfinals,2006-06-30,Italy,Ukraine,3-0,Italy,"AOL Arena, Hamburg",wc26-20260621T130433z
hist-2006-0703,2006,Quarterfinals,2006-07-01,England,Portugal,0-0,Portugal,"Veltins-Arena, Gelsenkirchen",wc26-20260621T130433z
hist-2006-0704,2006,Quarterfinals,2006-07-01,Brazil,France,0-1,France,"Commerzbank-Arena, Frankfurt",wc26-20260621T130433z
hist-2006-0705,2006,Semifinals,2006-07-04,Germany,Italy,0-2,Italy,"Signal Iduna Park, Dortmund",wc26-20260621T130433z
hist-2006-0706,2006,Semifinals,2006-07-05,Portugal,France,0-1,France,"Allianz Arena, München",wc26-20260621T130433z
hist-2006-0707,2006,Third-place play-off,2006-07-08,Germany,Portugal,3-1,Germany,"Gottlieb-Daimler-Stadion, Stuttgart",wc26-20260621T130433z
hist-2006-0708,2006,Final,2006-07-09,Italy,France,1-1,Italy,"Olympiastadion, Berlin",wc26-20260621T130433z
hist-2010-0709,2010,Matchday 1,2010-06-11,South Africa,Mexico,1-1,draw,"Soccer City, Johannesburg",wc26-20260621T130433z
hist-2010-0710,2010,Matchday 1,2010-06-11,Uruguay,France,0-0,draw,"Cape Town Stadium, Cape Town",wc26-20260621T130433z
hist-2010-0711,2010,Matchday 6,2010-06-16,South Africa,Uruguay,0-3,Uruguay,"Loftus Versfeld Stadium, Pretoria",wc26-20260621T130433z
hist-2010-0712,2010,Matchday 7,2010-06-17,France,Mexico,0-2,Mexico,"Peter Mokaba Stadium, Polokwane",wc26-20260621T130433z
hist-2010-0713,2010,Matchday 12,2010-06-22,Mexico,Uruguay,0-1,Uruguay,"Royal Bafokeng Stadium, Rustenburg",wc26-20260621T130433z
hist-2010-0714,2010,Matchday 12,2010-06-22,France,South Africa,1-2,South Africa,"Free State Stadium, Bloemfontein",wc26-20260621T130433z
hist-2010-0715,2010,Matchday 2,2010-06-12,South Korea,Greece,2-0,South Korea,"Nelson Mandela Bay Stadium, Port Elizabeth",wc26-20260621T130433z
hist-2010-0716,2010,Matchday 2,2010-06-12,Argentina,Nigeria,1-0,Argentina,"Ellis Park Stadium, Johannesburg",wc26-20260621T130433z
hist-2010-0717,2010,Matchday 7,2010-06-17,Argentina,South Korea,4-1,Argentina,"Soccer City, Johannesburg",wc26-20260621T130433z
hist-2010-0718,2010,Matchday 7,2010-06-17,Greece,Nigeria,2-1,Greece,"Free State Stadium, Bloemfontein",wc26-20260621T130433z
hist-2010-0719,2010,Matchday 12,2010-06-22,Nigeria,South Korea,2-2,draw,"Moses Mabhida Stadium, Durban",wc26-20260621T130433z
hist-2010-0720,2010,Matchday 12,2010-06-22,Greece,Argentina,0-2,Argentina,"Peter Mokaba Stadium, Polokwane",wc26-20260621T130433z
hist-2010-0721,2010,Matchday 2,2010-06-12,England,USA,1-1,draw,"Royal Bafokeng Stadium, Rustenburg",wc26-20260621T130433z
hist-2010-0722,2010,Matchday 3,2010-06-13,Algeria,Slovenia,0-1,Slovenia,"Peter Mokaba Stadium, Polokwane",wc26-20260621T130433z
hist-2010-0723,2010,Matchday 8,2010-06-18,Slovenia,USA,2-2,draw,"Ellis Park Stadium, Johannesburg",wc26-20260621T130433z
hist-2010-0724,2010,Matchday 8,2010-06-18,England,Algeria,0-0,draw,"Cape Town Stadium, Cape Town",wc26-20260621T130433z
hist-2010-0725,2010,Matchday 13,2010-06-23,USA,Algeria,1-0,USA,"Loftus Versfeld Stadium, Pretoria",wc26-20260621T130433z
hist-2010-0726,2010,Matchday 13,2010-06-23,Slovenia,England,0-1,England,"Nelson Mandela Bay Stadium, Port Elizabeth",wc26-20260621T130433z
hist-2010-0727,2010,Matchday 3,2010-06-13,Serbia,Ghana,0-1,Ghana,"Loftus Versfeld Stadium, Pretoria",wc26-20260621T130433z
hist-2010-0728,2010,Matchday 3,2010-06-13,Germany,Australia,4-0,Germany,"Moses Mabhida Stadium, Durban",wc26-20260621T130433z
hist-2010-0729,2010,Matchday 8,2010-06-18,Germany,Serbia,0-1,Serbia,"Nelson Mandela Bay Stadium, Port Elizabeth",wc26-20260621T130433z
hist-2010-0730,2010,Matchday 9,2010-06-19,Ghana,Australia,1-1,draw,"Royal Bafokeng Stadium, Rustenburg",wc26-20260621T130433z
hist-2010-0731,2010,Matchday 13,2010-06-23,Australia,Serbia,2-1,Australia,"Mbombela Stadium, Nelspruit",wc26-20260621T130433z
hist-2010-0732,2010,Matchday 13,2010-06-23,Ghana,Germany,0-1,Germany,"Soccer City, Johannesburg",wc26-20260621T130433z
hist-2010-0733,2010,Matchday 4,2010-06-14,Netherlands,Denmark,2-0,Netherlands,"Soccer City, Johannesburg",wc26-20260621T130433z
hist-2010-0734,2010,Matchday 4,2010-06-14,Japan,Cameroon,1-0,Japan,"Free State Stadium, Bloemfontein",wc26-20260621T130433z
hist-2010-0735,2010,Matchday 9,2010-06-19,Netherlands,Japan,1-0,Netherlands,"Moses Mabhida Stadium, Durban",wc26-20260621T130433z
hist-2010-0736,2010,Matchday 9,2010-06-19,Cameroon,Denmark,1-2,Denmark,"Loftus Versfeld Stadium, Pretoria",wc26-20260621T130433z
hist-2010-0737,2010,Matchday 14,2010-06-24,Denmark,Japan,1-3,Japan,"Royal Bafokeng Stadium, Rustenburg",wc26-20260621T130433z
hist-2010-0738,2010,Matchday 14,2010-06-24,Cameroon,Netherlands,1-2,Netherlands,"Cape Town Stadium, Cape Town",wc26-20260621T130433z
hist-2010-0739,2010,Matchday 4,2010-06-14,Italy,Paraguay,1-1,draw,"Cape Town Stadium, Cape Town",wc26-20260621T130433z
hist-2010-0740,2010,Matchday 5,2010-06-15,New Zealand,Slovakia,1-1,draw,"Royal Bafokeng Stadium, Rustenburg",wc26-20260621T130433z
hist-2010-0741,2010,Matchday 10,2010-06-20,Slovakia,Paraguay,0-2,Paraguay,"Free State Stadium, Bloemfontein",wc26-20260621T130433z
hist-2010-0742,2010,Matchday 10,2010-06-20,Italy,New Zealand,1-1,draw,"Mbombela Stadium, Nelspruit",wc26-20260621T130433z
hist-2010-0743,2010,Matchday 14,2010-06-24,Slovakia,Italy,3-2,Slovakia,"Ellis Park Stadium, Johannesburg",wc26-20260621T130433z
hist-2010-0744,2010,Matchday 14,2010-06-24,Paraguay,New Zealand,0-0,draw,"Peter Mokaba Stadium, Polokwane",wc26-20260621T130433z
hist-2010-0745,2010,Matchday 5,2010-06-15,Ivory Coast,Portugal,0-0,draw,"Nelson Mandela Bay Stadium, Port Elizabeth",wc26-20260621T130433z
hist-2010-0746,2010,Matchday 5,2010-06-15,Brazil,North Korea,2-1,Brazil,"Ellis Park Stadium, Johannesburg",wc26-20260621T130433z
hist-2010-0747,2010,Matchday 10,2010-06-20,Brazil,Ivory Coast,3-1,Brazil,"Soccer City, Johannesburg",wc26-20260621T130433z
hist-2010-0748,2010,Matchday 11,2010-06-21,Portugal,North Korea,7-0,Portugal,"Cape Town Stadium, Cape Town",wc26-20260621T130433z
hist-2010-0749,2010,Matchday 15,2010-06-25,Portugal,Brazil,0-0,draw,"Moses Mabhida Stadium, Durban",wc26-20260621T130433z
hist-2010-0750,2010,Matchday 15,2010-06-25,North Korea,Ivory Coast,0-3,Ivory Coast,"Mbombela Stadium, Nelspruit",wc26-20260621T130433z
hist-2010-0751,2010,Matchday 6,2010-06-16,Honduras,Chile,0-1,Chile,"Mbombela Stadium, Nelspruit",wc26-20260621T130433z
hist-2010-0752,2010,Matchday 6,2010-06-16,Spain,Switzerland,0-1,Switzerland,"Moses Mabhida Stadium, Durban",wc26-20260621T130433z
hist-2010-0753,2010,Matchday 11,2010-06-21,Chile,Switzerland,1-0,Chile,"Nelson Mandela Bay Stadium, Port Elizabeth",wc26-20260621T130433z
hist-2010-0754,2010,Matchday 11,2010-06-21,Spain,Honduras,2-0,Spain,"Ellis Park Stadium, Johannesburg",wc26-20260621T130433z
hist-2010-0755,2010,Matchday 15,2010-06-25,Chile,Spain,1-2,Spain,"Loftus Versfeld Stadium, Pretoria",wc26-20260621T130433z
hist-2010-0756,2010,Matchday 15,2010-06-25,Switzerland,Honduras,0-0,draw,"Free State Stadium, Bloemfontein",wc26-20260621T130433z
hist-2010-0757,2010,Round of 16,2010-06-26,Uruguay,South Korea,2-1,Uruguay,"Nelson Mandela Bay Stadium, Port Elizabeth",wc26-20260621T130433z
hist-2010-0758,2010,Round of 16,2010-06-26,USA,Ghana,1-2,Ghana,"Royal Bafokeng Stadium, Rustenburg",wc26-20260621T130433z
hist-2010-0759,2010,Round of 16,2010-06-27,Germany,England,4-1,Germany,"Free State Stadium, Bloemfontein",wc26-20260621T130433z
hist-2010-0760,2010,Round of 16,2010-06-27,Argentina,Mexico,3-1,Argentina,"Soccer City, Johannesburg",wc26-20260621T130433z
hist-2010-0761,2010,Round of 16,2010-06-28,Netherlands,Slovakia,2-1,Netherlands,"Moses Mabhida Stadium, Durban",wc26-20260621T130433z
